applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,ss_steps,ss_converged
-2.199999999999990852e-02,-2.627951266779790518e-01,6.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-2.366908551229333635e-01,6.000000000000000000e+00,1.000000000000000000e+00
2.580000000000004512e-02,-2.104490920543699295e-01,6.000000000000000000e+00,1.000000000000000000e+00
4.970000000000007745e-02,-1.845070867158082883e-01,6.000000000000000000e+00,1.000000000000000000e+00
7.360000000000010978e-02,-1.593454544925728411e-01,7.000000000000000000e+00,1.000000000000000000e+00
9.750000000000003109e-02,-1.354930260590581359e-01,7.000000000000000000e+00,1.000000000000000000e+00
1.214000000000000634e-01,-1.134183293962384570e-01,7.000000000000000000e+00,1.000000000000000000e+00
1.453000000000000957e-01,-9.350541802522649437e-02,7.000000000000000000e+00,1.000000000000000000e+00
1.692000000000000171e-01,-7.599724810090480176e-02,7.000000000000000000e+00,1.000000000000000000e+00
1.931000000000000494e-01,-6.097586040871515872e-02,7.000000000000000000e+00,1.000000000000000000e+00
2.170000000000000817e-01,-4.837383667602236648e-02,7.000000000000000000e+00,1.000000000000000000e+00
2.409000000000000585e-01,-3.800863814543690294e-02,7.000000000000000000e+00,1.000000000000000000e+00
2.648000000000000353e-01,-2.962625470984219314e-02,7.000000000000000000e+00,1.000000000000000000e+00
2.887000000000000122e-01,-2.294226329587470414e-02,7.000000000000000000e+00,1.000000000000000000e+00
3.126000000000000445e-01,-1.767402570625718067e-02,6.000000000000000000e+00,1.000000000000000000e+00
3.365000000000000213e-01,-1.355869913888813408e-02,6.000000000000000000e+00,1.000000000000000000e+00
3.603999999999999981e-01,-1.036788968984544458e-02,6.000000000000000000e+00,1.000000000000000000e+00
3.843000000000000305e-01,-7.907994140994493645e-03,6.000000000000000000e+00,1.000000000000000000e+00
4.082000000000000073e-01,-6.020125031245320002e-03,5.000000000000000000e+00,1.000000000000000000e+00
4.320999999999999841e-01,-4.575879414289885094e-03,5.000000000000000000e+00,1.000000000000000000e+00
4.560000000000000164e-01,-3.474017413009786344e-03,5.000000000000000000e+00,1.000000000000000000e+00
4.798999999999999932e-01,-2.634954415589248460e-03,5.000000000000000000e+00,1.000000000000000000e+00
5.038000000000000256e-01,-1.996787713517560441e-03,5.000000000000000000e+00,1.000000000000000000e+00
5.276999999999999469e-01,-1.511610832149081884e-03,4.000000000000000000e+00,1.000000000000000000e+00
5.515999999999999792e-01,-1.142276216023935080e-03,4.000000000000000000e+00,1.000000000000000000e+00
5.755000000000000115e-01,-8.598860342250729981e-04,4.000000000000000000e+00,1.000000000000000000e+00
5.993999999999999329e-01,-6.413081148546362657e-04,4.000000000000000000e+00,1.000000000000000000e+00
6.232999999999999652e-01,-4.669080459376146971e-04,4.000000000000000000e+00,1.000000000000000000e+00
6.471999999999999975e-01,-3.178791512689278548e-04,5.000000000000000000e+00,1.000000000000000000e+00
6.710999999999999188e-01,-1.725001885694454776e-04,5.000000000000000000e+00,1.000000000000000000e+00
7.643750000000000266e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.337499999999999911e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.031249999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
9.724999999999999201e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.041875000000000107e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.111250000000000071e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.180625000000000036e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.250000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
