d0,d1,success,time_s,failure_reason,failure_reason_short,nonlinear_iters,log_tail
2.420452,0.215494,False,1.018973541999003,"ConvergenceError: Nonlinear solve failed to converge after 42 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,42,step 0
2.420452,0.223685,False,0.9418652500025928,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
2.420452,0.232188,True,1.0500783329989645,,Unknown,,step 0
2.420452,0.241014,True,1.0402442090053228,,Unknown,,step 0
2.420452,0.250176,False,0.9828454590024194,"ConvergenceError: Nonlinear solve failed to converge after 33 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,33,step 0
2.420452,0.259686,True,1.0303767919976963,,Unknown,,step 0
2.420452,0.269557,True,1.0040161249999073,,Unknown,,step 0
2.420452,0.279803,True,1.0153731669997796,,Unknown,,step 0
2.420452,0.290439,True,1.0216780420014402,,Unknown,,step 0
2.420452,0.30148,True,1.0051506670060917,,Unknown,,step 0
2.433554,0.2,False,1.204620332995546,"ConvergenceError: Nonlinear solve failed to converge after 66 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,66,step 0
2.433554,0.213631,True,1.0521015409976826,,Unknown,,step 0
2.433554,0.228192,False,0.9977390420026495,"ConvergenceError: Nonlinear solve failed to converge after 38 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,38,step 0
2.433554,0.243745,True,1.0801787079981295,,Unknown,,step 0
2.433554,0.260358,True,1.0193718340015039,,Unknown,,step 0
2.433554,0.278103,True,1.018629874997714,,Unknown,,step 0
2.433554,0.297058,True,1.0073869170009857,,Unknown,,step 0
2.478876,0.2,True,1.0498860410007183,,Unknown,,step 0
2.478876,0.207602,False,1.0485176669972134,"ConvergenceError: Nonlinear solve failed to converge after 47 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,47,step 0
2.478876,0.215494,False,1.1191768339995178,"ConvergenceError: Nonlinear solve failed to converge after 52 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,52,step 0
2.478876,0.223685,False,0.8969720409950241,"ConvergenceError: Nonlinear solve failed to converge after 22 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,22,step 0
2.478876,0.232188,False,0.9471597499941709,"ConvergenceError: Nonlinear solve failed to converge after 30 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,30,step 0
2.478876,0.241014,True,1.06716262500413,,Unknown,,step 0
2.478876,0.250176,False,1.1624732079944806,"ConvergenceError: Nonlinear solve failed to converge after 30 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,30,step 0
2.478876,0.259686,True,1.0239117909950437,,Unknown,,step 0
2.478876,0.269557,True,1.0147784580040025,,Unknown,,step 0
2.478876,0.279803,True,1.0557152499968652,,Unknown,,step 0
2.478876,0.290439,True,1.0257443750015227,,Unknown,,step 0
2.478876,0.30148,True,1.0277392499992857,,Unknown,,step 0
2.53871,0.2,False,0.9512492089997977,"ConvergenceError: Nonlinear solve failed to converge after 32 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,32,step 0
2.53871,0.207602,False,1.0483734169974923,"ConvergenceError: Nonlinear solve failed to converge after 49 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,49,step 0
2.53871,0.215494,False,1.1574088749985094,"ConvergenceError: Nonlinear solve failed to converge after 57 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,57,step 0
2.53871,0.223685,True,1.0777317920001224,,Unknown,,step 0
2.53871,0.232188,False,0.9770942500035744,"ConvergenceError: Nonlinear solve failed to converge after 29 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,29,step 0
2.53871,0.241014,False,1.2494331669950043,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.53871,0.250176,False,1.1512996250021388,"ConvergenceError: Nonlinear solve failed to converge after 31 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,31,step 0
2.53871,0.259686,True,1.048388832998171,,Unknown,,step 0
2.53871,0.269557,False,1.160758291996899,"ConvergenceError: Nonlinear solve failed to converge after 62 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,62,step 0
2.53871,0.279803,True,1.0222533330015722,,Unknown,,step 0
2.53871,0.290439,True,1.0751863340046839,,Unknown,,step 0
2.53871,0.30148,True,1.0276957500027493,,Unknown,,step 0
2.53871,0.31294,True,1.0367429170000833,,Unknown,,step 0
2.564254,0.2,True,1.1351235000038287,,Unknown,,step 0
2.564254,0.213631,False,1.2930119169977843,"ConvergenceError: Nonlinear solve failed to converge after 79 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,79,step 0
2.564254,0.228192,True,1.0712797090018285,,Unknown,,step 0
2.564254,0.243745,True,1.0716499170011957,,Unknown,,step 0
2.564254,0.260358,True,1.0425282500000321,,Unknown,,step 0
2.564254,0.278103,True,1.0119949580039247,,Unknown,,step 0
2.564254,0.297058,True,1.0411539580018143,,Unknown,,step 0
2.564254,0.317304,True,1.0725705829972867,,Unknown,,step 0
2.599988,0.2,False,1.2107652499980759,"ConvergenceError: Nonlinear solve failed to converge after 64 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,64,step 0
2.599988,0.207602,False,0.997163708001608,"ConvergenceError: Nonlinear solve failed to converge after 38 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,38,step 0
2.599988,0.215494,False,1.1041349160004756,"ConvergenceError: Nonlinear solve failed to converge after 48 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,48,step 0
2.599988,0.223685,True,1.098135332998936,,Unknown,,step 0
2.599988,0.232188,True,1.0703740419994574,,Unknown,,step 0
2.599988,0.241014,True,1.1031254999979865,,Unknown,,step 0
2.599988,0.250176,True,1.0530190419958672,,Unknown,,step 0
2.599988,0.259686,False,1.2508147499975166,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.599988,0.269557,False,1.0068661249970319,"ConvergenceError: Nonlinear solve failed to converge after 41 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,41,step 0
2.599988,0.279803,True,1.0217433750003693,,Unknown,,step 0
2.599988,0.290439,True,1.0351815419999184,,Unknown,,step 0
2.599988,0.30148,True,1.0350321249934495,,Unknown,,step 0
2.599988,0.31294,True,1.0224323330039624,,Unknown,,step 0
2.599988,0.324835,True,1.0442219590040622,,Unknown,,step 0
2.662746,0.2,False,1.1342038750008214,"ConvergenceError: Nonlinear solve failed to converge after 52 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,52,step 0
2.662746,0.207602,False,0.9872370419980143,"ConvergenceError: Nonlinear solve failed to converge after 38 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,38,step 0
2.662746,0.215494,False,1.226605916999688,"ConvergenceError: Nonlinear solve failed to converge after 67 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,67,step 0
2.662746,0.223685,True,1.134420707996469,,Unknown,,step 0
2.662746,0.232188,True,1.081580917001702,,Unknown,,step 0
2.662746,0.241014,True,1.101607917000365,,Unknown,,step 0
2.662746,0.250176,False,0.9457441249978729,"ConvergenceError: Nonlinear solve failed to converge after 28 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,28,step 0
2.662746,0.259686,False,0.9675191670030472,"ConvergenceError: Nonlinear solve failed to converge after 32 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,32,step 0
2.662746,0.269557,True,1.0486649999947986,,Unknown,,step 0
2.662746,0.279803,True,1.070094374998007,,Unknown,,step 0
2.662746,0.290439,True,1.0408885420038132,,Unknown,,step 0
2.662746,0.30148,True,1.0476907080010278,,Unknown,,step 0
2.662746,0.31294,True,1.0438378749968251,,Unknown,,step 0
2.662746,0.324835,True,1.0515081249977811,,Unknown,,step 0
2.701974,0.2,False,1.2438705829990795,"ConvergenceError: Nonlinear solve failed to converge after 60 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,60,step 0
2.701974,0.213631,False,1.1161489580044872,"ConvergenceError: Nonlinear solve failed to converge after 52 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,52,step 0
2.701974,0.228192,False,1.126682415997493,"ConvergenceError: Nonlinear solve failed to converge after 53 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,53,step 0
2.701974,0.243745,True,1.088415708996763,,Unknown,,step 0
2.701974,0.260358,False,1.0691543329958222,"ConvergenceError: Nonlinear solve failed to converge after 40 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,40,step 0
2.701974,0.278103,False,0.951430832996266,"ConvergenceError: Nonlinear solve failed to converge after 22 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,22,step 0
2.701974,0.297058,True,1.0385995840042597,,Unknown,,step 0
2.701974,0.317304,True,1.0459929999997257,,Unknown,,step 0
2.727018,0.2,False,1.2551487919990905,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.727018,0.207602,False,0.9505294589980622,"ConvergenceError: Nonlinear solve failed to converge after 31 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,31,step 0
2.727018,0.215494,False,0.9915378750010859,"ConvergenceError: Nonlinear solve failed to converge after 36 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,36,step 0
2.727018,0.223685,False,1.0179651660000673,"ConvergenceError: Nonlinear solve failed to converge after 37 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,37,step 0
2.727018,0.232188,False,1.153951500004041,"ConvergenceError: Nonlinear solve failed to converge after 54 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,54,step 0
2.727018,0.241014,False,1.2724098749968107,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.727018,0.250176,False,0.9527310419944115,"ConvergenceError: Nonlinear solve failed to converge after 31 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,31,step 0
2.727018,0.259686,False,1.1424316250049742,"ConvergenceError: Nonlinear solve failed to converge after 57 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,57,step 0
2.727018,0.269557,True,1.0978873339990969,,Unknown,,step 0
2.727018,0.279803,False,0.8578424169973005,"ConvergenceError: Nonlinear solve failed to converge after 14 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,14,step 0
2.727018,0.290439,True,1.0516075420018751,,Unknown,,step 0
2.727018,0.30148,True,1.047165459000098,,Unknown,,step 0
2.727018,0.31294,True,1.050264707999304,,Unknown,,step 0
2.727018,0.324835,True,1.053855582998949,,Unknown,,step 0
2.727018,0.337183,True,1.0689360420001321,,Unknown,,step 0
2.792842,0.2,False,1.197893083000963,"ConvergenceError: Nonlinear solve failed to converge after 62 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,62,step 0
2.792842,0.207602,False,1.257943417003844,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.792842,0.215494,False,0.9833690410014242,"ConvergenceError: Nonlinear solve failed to converge after 34 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,34,step 0
2.792842,0.223685,False,1.2534605830005603,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.792842,0.232188,False,1.2803368750028312,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.792842,0.241014,True,1.1056703750000452,,Unknown,,step 0
2.792842,0.250176,True,1.1556505829939852,,Unknown,,step 0
2.792842,0.259686,False,1.2432895000019926,"ConvergenceError: Nonlinear solve failed to converge after 76 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,76,step 0
2.792842,0.269557,False,1.2363198329985607,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.792842,0.279803,False,0.9381848330012872,"ConvergenceError: Nonlinear solve failed to converge after 26 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,26,step 0
2.792842,0.290439,True,1.0577163339985418,,Unknown,,step 0
2.792842,0.30148,True,1.057285833005153,,Unknown,,step 0
2.792842,0.31294,True,1.049246458998823,,Unknown,,step 0
2.792842,0.324835,True,1.0843280420012888,,Unknown,,step 0
2.792842,0.337183,True,1.0869235410063993,,Unknown,,step 0
2.84709,0.2,False,1.1071798329940066,"ConvergenceError: Nonlinear solve failed to converge after 55 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,55,step 0
2.84709,0.213631,False,1.2890835419966606,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.84709,0.228192,False,1.0664162499961094,"ConvergenceError: Nonlinear solve failed to converge after 46 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,46,step 0
2.84709,0.243745,True,1.100380708994635,,Unknown,,step 0
2.84709,0.260358,False,1.31160491600167,"ConvergenceError: Nonlinear solve failed to converge after 75 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,75,step 0
2.84709,0.278103,True,1.0929070409983979,,Unknown,,step 0
2.84709,0.297058,True,1.0683051250016433,,Unknown,,step 0
2.84709,0.317304,True,1.0500604170010774,,Unknown,,step 0
2.84709,0.338931,True,1.054191750001337,,Unknown,,step 0
2.860254,0.2,True,1.1104092499954277,,Unknown,,step 0
2.860254,0.207602,False,1.0448882919954485,"ConvergenceError: Nonlinear solve failed to converge after 44 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,44,step 0
2.860254,0.215494,False,1.224773792004271,"ConvergenceError: Nonlinear solve failed to converge after 71 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,71,step 0
2.860254,0.223685,False,1.051089000000502,"ConvergenceError: Nonlinear solve failed to converge after 45 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,45,step 0
2.860254,0.232188,True,1.2349987500056159,,Unknown,,step 0
2.860254,0.241014,False,1.2393797089971486,"ConvergenceError: Nonlinear solve failed to converge after 67 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,67,step 0
2.860254,0.250176,False,0.9675725829947623,"ConvergenceError: Nonlinear solve failed to converge after 27 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,27,step 0
2.860254,0.259686,False,1.0607346249962575,"ConvergenceError: Nonlinear solve failed to converge after 49 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,49,step 0
2.860254,0.269557,False,1.2411112080008024,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.860254,0.279803,True,1.0543684999938705,,Unknown,,step 0
2.860254,0.290439,True,1.0550599169946508,,Unknown,,step 0
2.860254,0.30148,True,1.0629925829998683,,Unknown,,step 0
2.860254,0.31294,True,1.0678439580005943,,Unknown,,step 0
2.860254,0.324835,True,1.0712188750039786,,Unknown,,step 0
2.860254,0.337183,True,1.064547958005278,,Unknown,,step 0
2.860254,0.35,True,1.0387053750018822,,Unknown,,step 0
2.929294,0.2,False,0.9811865000010584,"ConvergenceError: Nonlinear solve failed to converge after 33 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,33,step 0
2.929294,0.207602,False,1.2579294169991044,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.929294,0.215494,True,1.1185411249971366,,Unknown,,step 0
2.929294,0.223685,False,0.9821522920028656,"ConvergenceError: Nonlinear solve failed to converge after 36 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,36,step 0
2.929294,0.232188,True,1.1273417499978677,,Unknown,,step 0
2.929294,0.241014,False,1.101362915993377,"ConvergenceError: Nonlinear solve failed to converge after 52 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,52,step 0
2.929294,0.250176,True,1.1077799999984563,,Unknown,,step 0
2.929294,0.259686,True,1.0947263749985723,,Unknown,,step 0
2.929294,0.269557,False,1.35431070800405,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
2.929294,0.279803,True,1.0626172500051325,,Unknown,,step 0
2.929294,0.290439,True,1.051636292002513,,Unknown,,step 0
2.929294,0.30148,True,1.060226125002373,,Unknown,,step 0
2.929294,0.31294,True,1.0607986670001992,,Unknown,,step 0
2.929294,0.324835,True,1.0956363750010496,,Unknown,,step 0
2.929294,0.337183,True,1.0562830830021994,,Unknown,,step 0
2.929294,0.35,True,1.0633350420030183,,Unknown,,step 0
3.0,0.2,False,1.0715310410014354,"ConvergenceError: Nonlinear solve failed to converge after 49 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,49,step 0
3.0,0.207602,False,0.9937818749967846,"ConvergenceError: Nonlinear solve failed to converge after 36 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,36,step 0
3.0,0.213631,False,1.2503208750058548,"ConvergenceError: Nonlinear solve failed to converge after 39 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,39,step 0
3.0,0.215494,True,1.09725916699972,,Unknown,,step 0
3.0,0.223685,False,1.2971167919968138,"ConvergenceError: Nonlinear solve failed to converge after 79 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,79,step 0
3.0,0.228192,False,0.9973765830000048,"ConvergenceError: Nonlinear solve failed to converge after 36 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,36,step 0
3.0,0.232188,False,1.079377875001228,"ConvergenceError: Nonlinear solve failed to converge after 52 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,52,step 0
3.0,0.236674,False,1.249336332999519,"ConvergenceError: Nonlinear solve failed to converge after 74 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,74,step 0
3.0,0.241014,True,1.2181608749961015,,Unknown,,step 0
3.0,0.243745,False,1.1157707090023905,"ConvergenceError: Nonlinear solve failed to converge after 48 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,48,step 0
3.0,0.250176,False,0.9110450830048649,"ConvergenceError: Nonlinear solve failed to converge after 24 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,24,step 0
3.0,0.259686,False,0.9825292910027201,"ConvergenceError: Nonlinear solve failed to converge after 34 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,34,step 0
3.0,0.260358,False,1.2317204579958343,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",DIVERGED_MAX_IT,80,step 0
3.0,0.269557,False,0.926113458997861,"ConvergenceError: Nonlinear solve failed to converge after 25 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,25,step 0
3.0,0.278103,False,1.0525411250055186,"ConvergenceError: Nonlinear solve failed to converge after 19 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,19,step 0
3.0,0.279803,False,0.9165269170043757,"ConvergenceError: Nonlinear solve failed to converge after 24 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,24,step 0
3.0,0.280072,False,1.041007832995092,"ConvergenceError: Nonlinear solve failed to converge after 37 nonlinear iterations.
Reason:
   DIVERGED_LINE_SEARCH",DIVERGED_LINE_SEARCH,37,step 0
3.0,0.290439,True,1.085891458002152,,Unknown,,step 0
3.0,0.297058,True,1.0866188750005676,,Unknown,,step 0
3.0,0.30148,True,1.0843942080027773,,Unknown,,step 0
3.0,0.31294,True,1.0768900830007624,,Unknown,,step 0
3.0,0.317304,True,1.0738478749990463,,Unknown,,step 0
3.0,0.324835,True,1.0669190000044182,,Unknown,,step 0
3.0,0.331428,True,1.0918776670005172,,Unknown,,step 0
3.0,0.337183,True,1.0653621250021388,,Unknown,,step 0
3.0,0.338931,True,1.0949115000039455,,Unknown,,step 0
3.0,0.35,True,1.0594551670001238,,Unknown,,step 0
3.0,0.362032,True,1.0512080830012565,,Unknown,,step 0
3.0,0.392202,True,1.0491604579947307,,Unknown,,step 0
3.0,0.464119,True,1.0127083330007736,,Unknown,,step 0
3.0,0.549224,True,0.9901989579957444,,Unknown,,step 0
3.0,0.649934,True,1.0012847920006607,,Unknown,,step 0
3.0,0.769111,True,0.9357745829984196,,Unknown,,step 0
3.0,0.910142,True,0.906851416999416,,Unknown,,step 0
3.0,1.077033,True,0.8818221250039642,,Unknown,,step 0
3.0,1.274526,True,0.8756881250010338,,Unknown,,step 0
3.0,1.508234,True,0.8592723330002627,,Unknown,,step 0
3.0,1.784796,True,0.8960021250022692,,Unknown,,step 0
3.0,2.11207,True,0.8544045410017134,,Unknown,,step 0
3.0,2.499357,True,0.8481825420021778,,Unknown,,step 0
3.0,2.957659,True,0.8364367079993826,,Unknown,,step 0
3.0,3.5,True,0.8444369999997434,,Unknown,,step 0
